,Name,Ref,Link,Inst,RA,DEC,Distance,z,+dz,-dz,M [M_sun],+dM,-dM,L_bol [erg/s],+dL_bol,-dL_bol,f_Edd,+df_Edd,-df_Edd,M1450,+dM1450,-dM1450,F444W,+dF44W,-dF444W,SFR_CII,+dSFR_CII,-dSFR_CII,SFR_TIR,+dSFR_TIR,-dSFR_TIR,Mstar [M_sun],+dMstar,-dMstar,comment
421,J1123+2012/P170+20/J170.8+20.20,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,11:23:19.84,+20:12:29.79,,6.41,,,1.139e9,,,,,,,,,-26.10,,,,,,,,,,,,,,,mass using formula [1]
422,J1133-0656/P173–06/J173.3–06.94,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,11:33:16.78,-06:56:44.85,,5.77,,,1.010e9,,,,,,,,,-25.97,,,,,,,,,,,,,,,mass using formula [1]
423,J1133+4814/P173+48/J173.4+48.24,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,11:33:50.44,+48:14:31.21,,6.233,,,4.617e8,,,,,,,,,-25.12,,,,,,,,,,,,,,,mass using formula [1]
424,J1141+7119/P175+71/J175.4+71.32,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,11:41:43.07,+71:19:25.03,,5.86,,,9.917e8,,,,,,,,,-25.95,,,,,,,,,,,,,,,mass using formula [1]
425,J1153+2830/P178+28/J178.3+28.50,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,11:53:29.60,+28:30:27.11,,5.68,,,2.111e9,,,,,,,,,-26.77,,,,,,,,,,,,,,,mass using formula [1]
426,J1209+5327/P182+53/J182.3+53.46,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,12:09:14.93,+53:27:48.05,,5.99,,,7.454e8,,,,,,,,,-25.64,,,,,,,,,,,,,,,mass using formula [1]
427,J1253-0246/P193–02/J193.3–02.78,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,12:53:35.82,-02:46:55.29,,5.8,,,6.143e8,,,,,,,,,-25.43,,,,,,,,,,,,,,,mass using formula [1]
428,J1305+1523/P196+15/J196.3+15.38,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,13:05:23.43,+15:23:23.68,,5.69,,,1.215e9,,,,,,,,,-26.17,,,,,,,,,,,,,,,mass using formula [1]
429,J1311+4548/P197+45/J197.8+45.80,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,13:11:28.20,+45:48:14.69,,5.66,,,8.098e8,,,,,,,,,-25.73,,,,,,,,,,,,,,,mass using formula [1]
430,J1350+3748/P207+37/J207.5+37.80,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,13:50:23.60,+37:48:35.67,,5.69,,,9.045e8,,,,,,,,,-25.85,,,,,,,,,,,,,,,mass using formula [1]
431,J1351-2111/P207–21/J207.7–21.18,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,13:51:06.72,-21:11:20.27,,5.81,,,9.917e8,,,,,,,,,-25.95,,,,,,,,,,,,,,,mass using formula [1]
432,J1357-0843/P209–08/J209.3–08.71,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,13:57:31.82,-08:43:01.74,,5.77,,,4.925e8,,,,,,,,,-25.19,,,,,,,,,,,,,,,mass using formula [1]
433,J1433+2819/P218+28/J218.3+28.33,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,14:33:35.22,+28:19:50.60,,5.91,,,9.045e8,,,,,,,,,-25.85,,,,,,,,,,,,,,,mass using formula [1]
434,J1435+0449/P218+04/J218.7+04.81,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,14:35:05.15,+04:49:08.32,,6.14,,,9.471e8,,,,,,,,,-25.90,,,,,,,,,,,,,,,mass using formula [1]
435,J1458+1012/P224+10/J224.6+10.21,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,14:58:36.16,+10:12:49.67,,5.6,,,2.379e9,,,,,,,,,-26.90,,,,,,,,,,,,,,,mass using formula [1]
436,J1514+0122/P228+01/J228.7+01.38,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,15:14:48.70,+01:22:52.25,,5.76,,,5.205e8,,,,,,,,,-25.25,,,,,,,,,,,,,,,mass using formula [1]
437,J1724+3718/P261+37/J261.1+37.30,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,17:24:29.94,+37:18:21.80,,5.76,,,7.185e8,,,,,,,,,-25.60,,,,,,,,,,,,,,,mass using formula [1]
438,J1805+4918/P271+49/J271.4+49.30,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,18:05:46.93,+49:18:24.23,,5.74,,,1.295e9,,,,,,,,,-26.24,,,,,,,,,,,,,,,mass using formula [1]
439,J1845+5345/P281+53/J281.3+53.76,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,18:45:20.68,+53:45:47.34,,6.18,,,1.890e9,,,,,,,,,-26.65,,,,,,,,,,,,,,,mass using formula [1]
440,J1914+6314/P288+63/J288.6+63.24,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,19:14:35.44,+63:14:52.54,,5.96,,,1.077e9,,,,,,,,,-26.04,,,,,,,,,,,,,,,mass using formula [1]
441,J2025-0449/P306-04/J306.3–04.82,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,20:25:24.31,-04:49:21.88,,5.84,,,9.827e8,,,,,,,,,-25.94,,,,,,,,,,,,,,,mass using formula [1]
442,J2031-0511/P307-05/J307.7–05.19,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,20:31:03.26,-05:11:45.20,,5.8,,,8.480e8,,,,,,,,,-25.78,,,,,,,,,,,,,,,mass using formula [1]
443,J2216-0500/P334–05/J334.0–05.00,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,PSO,22:16:04.36,-05:00:17.58,,6.15,,,7.593e8,,,,,,,,,-25.66,,,,,,,,,,,,,,,mass using formula [1]
444,J2227–3323,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,VIK,22:27:18.58,-33:23:35.02,,6.12,,,6.031e8,,,,,,,,,-25.41,,,,,,,,,,,,,,,mass using formula [1]
445,J2315–2856,Banados et al. (2023),https://iopscience.iop.org/article/10.3847/1538-4365/acb3c7,VIK,23:15:07.39,-28:56:17.40,,5.89,,,5.707e8,,,,,,,,,-25.35,,,,,,,,,,,,,,,mass using formula [1]
446,J1237+6212/GOODS-N-4014,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,12:37:12.03,+62:12:43.36,,5.228,,,3.802e7,7.690e6,6.396e6,9.3e44,0.5e44,0.5e44,,,,,,,389.3,13.4,13.4,,,,,,,,,,little red dot
447,J1237+6214/GOODS-N-9771,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,12:37:07.44,+62:14:50.31,,5.538,,,3.548e8,2.538e7,2.368e7,65.8e44,1.6e44,1.6e44,,,,,,,2494.8,124.7,124.7,,,,,,,,,,little red dot
448,J1237+6215/GOODS-N-12839,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,12:37:22.63,+62:15:48.11,,5.241,,,1.023e8,1.516e7,1.320e7,31.2e44,1.2e44,1.2e44,,,,,,,1250.3,62.5,62.5,,,,,,,,,,little red dot
449,J1236+6216/GOODS-N-13733,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,12:36:13.70,+62:16:08.18,,5.236,,,3.090e7,8.002e6,6.356e6,5.2e44,0.3e44,0.3e44,,,,,,,245.8,12.3,12.3,,,,,,,,,,little red dot
450,J1236+6216/GOODS-N-14409,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,12:36:17.30,+62:16:24.35,,5.139,,,1.622e7,6.169e6,4.469e6,7.4e44,0.9e44,0.9e44,,,,,,,224.3,11.2,11.2,,,,,,,,,,little red dot
451,J1237+6216/GOODS-N-15498,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,12:37:08.53,+62:16:50.82,,5.086,,,5.129e7,1.478e7,1.148e7,10.4e44,1.9e44,1.9e44,,,,,,,488.7,24.4,24.4,,,,,,,,,,little red dot
452,J1236+6217/GOODS-N-16813,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,12:36:43.03,+62:17:33.12,,5.355,,,3.548e7,1.129e7,8.566e6,9.1e44,1.0e44,1.0e44,,,,,,,439.2,22.0,22.0,,,,,,,,,,little red dot
453,J1148+5254/J1148-7111,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,11:48:24.41,+52:54:28.66,,4.339,,,8.318e7,2.154e7,1.711e7,10.8e44,0.8e44,0.8e44,,,,,,,,,,,,,,,,,,,little red dot
454,J1148+5251/J1148-18404,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,11:48:13.91,+52:51:46.09,,5.011,,,6.166e7,2.345e7,1.699e7,6.9e44,1.4e44,1.4e44,,,,,,,,,,,,,,,,,,,little red dot
455,J1148+5250/J1148-21787,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,11:48:05.14,+52:50:01.04,,4.277,,,3.890e7,1.998e7,1.320e7,6.7e44,1.6e44,1.6e44,,,,,,,,,,,,,,,,,,,little red dot
456,J0100+2804/J0100-2017,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,01:00:13.93,+28:04:20.69,,4.938,,,2.754e7,7.939e6,6.163e6,6.7e44,0.8e44,0.8e44,,,,,,,,,,,,,,,,,,,little red dot
457,J0100+2800/J0100-12446,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,01:00:11.58,+28:00:34.98,,4.699,,,2.884e7,4.273e6,3.721e6,12.9e44,0.6e44,0.6e44,,,,,,,,,,,,,,,,,,,little red dot
458,J0100+2803/J0100-15157,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,01:00:07.26,+28:03:00.64,,4.941,,,2.239e7,4.528e6,3.766e6,6.5e44,0.6e44,0.6e44,,,,,,,,,,,,,,,,,,,little red dot
459,J0100+2803/J0100-16221,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,01:00:08.17,+28:03:05.68,,4.349,,,3.388e7,5.926e6,5.044e6,7.1e44,0.6e44,0.6e44,,,,,,,,,,,,,,,,,,,little red dot
460,J0148+0557/J0148-976,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,01:48:35.08,+05:57:20.97,,4.163,,,1.288e7,6.616e6,4.371e6,5.2e44,0.7e44,0.7e44,,,,,,,,,,,,,,,,,,,little red dot
461,J0148+0559/J0148-4214,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,01:48:33.29,+05:59:50.04,,5.019,,,2.089e7,5.410e6,4.297e6,5.9e44,0.4e44,0.4e44,,,,,,,,,,,,,,,,,,,little red dot
462,J0148+0600/J0148-12884,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,01:48:41.58,+06:00:57.30,,4.602,,,8.128e6,3.353e6,2.374e6,5.0e44,0.6e44,0.6e44,,,,,,,,,,,,,,,,,,,little red dot
463,J1119+0639/J1120-7546,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,11:19:59.86,+06:39:17.01,,4.967,,,3.631e7,1.047e7,8.124e6,13.8e44,1.6e44,1.6e44,,,,,,,,,,,,,,,,,,,little red dot
464,J1120+0643/J1120-14389,Matthee et al. (2024),https://iopscience.iop.org/article/10.3847/1538-4357/ad2345,JWST,11:20:00.89,+06:43:10.42,,4.897,,,4.467e7,7.812e6,6.649e6,8.4e44,0.8e44,0.8e44,,,,,,,,,,,,,,,,,,,little red dot
465,J0008+3616,Ross et al. (2020),https://arxiv.org/pdf/1906.06974,SDWISE,00:08:51.43,+36:16:13.48,,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,J0012+3632,Ross et al. (2020),https://arxiv.org/pdf/1906.06974,SDSS,00:12:32.88,36:32:16.12,,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,J0017-1000,Ross et al. (2020),https://arxiv.org/pdf/1906.06974,SDSS,00:17:14.68,-10:00:55.44,,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,J0023-0018,Ross et al. (2020),https://arxiv.org/pdf/1906.06974,SDSS,00:23:30.67,-00:18:36.40,,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,J0025-0145,Ross et al. (2020),https://arxiv.org/pdf/1906.06974,SDWISE,00:25:26.84,-01:45:32.51,,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,J0031+0710,Ross et al. (2020),https://arxiv.org/pdf/1906.06974,SDWISE,00:31:25.86,+07:10:36.91,,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,J0034+3759,Ross et al. (2020),https://arxiv.org/pdf/1906.06974,SDSS,00:34:14.35,37:59:53.99,,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,J0026+2516,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,00:26:33.61,+25:16:53.12,,5.06,0.04,0.04,4.533e8,6.716e7,5.484e7,,,,,,,-25.10,0.14,0.15,,,,,,,,,,,,,mass using formula [1]
473,J0037+2410,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,00:37:05.84,+24:10:53.30,,5.10,0.05,0.05,1.118e9,4.195e7,2.930e8,,,,,,,-26.08,0.33,0.04,,,,,,,,,,,,,mass using formula [1]
474,J0045+2749,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,00:45:31.82,+27:49:44.28,,5.14,0.03,0.03,3.601e8,4.208e7,5.219e7,,,,,,,-24.85,0.17,0.12,,,,,,,,,,,,,mass using formula [1]
475,J0121+2940,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,01:21:47.93,+29:40:32.89,,5.34,0.02,0.02,2.111e8,9.968e7,9.499e6,,,,,,,-24.27,0.05,0.42,,,,,,,,,,,,,mass using formula [1]
476,J0912+6658,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,09:12:07.64,+66:58:46.95,,5.62,0.02,0.02,1.543e9,4.323e7,8.296e7,,,,,,,-26.43,0.06,0.03,,,,,,,,,,,,,mass using formula [1]
477,J0922+4815,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,09:22:03.57,+48:15:25.73,,5.14,0.02,0.02,1.203e9,1.656e8,3.280e7,,,,,,,-26.16,0.03,0.14,,,,,,,,,,,,,mass using formula [1]
478,J0952+6311,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,09:52:29.29,+63:11:37.83,,5.21,0.02,0.02,1.272e9,4.773e7,4.840e8,,,,,,,-26.22,0.52,0.04,,,,,,,,,,,,,mass using formula [1]
479,J1013+3518,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,10:13:37.87,+35:18:49.81,,5.03,0.04,0.04,1.087e9,3.047e7,1.048e8,,,,,,,-26.05,0.11,0.03,,,,,,,,,,,,,mass using formula [1]
480,J1037+4033,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,10:37:58.18,+40:33:28.74,,6.07,0.03,0.03,5.205e8,3.980e7,1.032e8,,,,,,,-25.25,0.24,0.08,,,,,,,,,,,,,mass using formula [1]
481,J1043+4048,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,10:43:25.56,+40:48:49.45,,4.89,0.03,0.03,1.284e9,2.386e7,2.343e7,,,,,,,-26.23,0.02,0.02,,,,,,,,,,,,,mass using formula [1]
482,J1054+4553,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,10:54:04.02,+45:53:25.31,,5.08,0.03,0.03,1.038e9,3.897e7,1.895e7,,,,,,,-26.00,0.02,0.04,,,,,,,,,,,,,mass using formula [1]
483,J1104+6631,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,11:04:55.18,+66:31:18.62,,5.03,0.06,0.06,2.016e9,1.865e7,3.679e7,,,,,,,-26.72,0.02,0.01,,,,,,,,,,,,,mass using formula [1]
484,J1330+6224,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,13:30:28.26,+62:24:12.28,,5.43,0.02,0.02,1.307e9,9.997e7,4.729e7,,,,,,,-26.25,0.04,0.08,,,,,,,,,,,,,mass using formula [1]
485,J1334+4750,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,13:34:22.64,+47:50:33.50,,4.99,0.03,0.03,2.657e9,2.459e7,2.436e7,,,,,,,-27.02,0.01,0.01,,,,,,,,,,,,,mass using formula [1]
486,J1401+4542,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,14:01:20.86,+45:42:53.46,,5.45,0.04,0.04,6.552e8,1.836e7,1.786e7,,,,,,,-25.50,0.03,0.03,,,,,,,,,,,,,mass using formula [1]
487,J1419+5718,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,14:19:56.58,+57:18:40.41,,5.35,0.04,0.04,8.402e8,3.153e7,5.968e7,,,,,,,-25.77,0.08,0.04,,,,,,,,,,,,,mass using formula [1]
488,J1523+2935,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,15:23:30.67,+29:35:39.67,,5.74,0.03,0.03,1.394e9,2.592e7,2.545e7,,,,,,,-26.32,0.02,0.02,,,,,,,,,,,,,mass using formula [1]
489,J1601+3102,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,16:01:49.45,+31:02:07.25,,4.90,0.02,0.02,3.284e8,7.008e7,8.157e7,,,,,,,-24.75,0.31,0.21,,,,,,,,,,,,,mass using formula [1]
490,J1650+5457,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,16:50:51.75,+54:57:01.38,,6.06,0.02,0.02,1.739e9,1.330e8,6.292e7,,,,,,,-26.56,0.04,0.08,,,,,,,,,,,,,mass using formula [1]
491,J2201+2338,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,22:01:07.61,+23:38:37.95,,5.83,0.02,0.02,1.295e9,1.381e8,6.964e7,,,,,,,-26.24,0.06,0.11,,,,,,,,,,,,,mass using formula [1]
492,J2327+2454,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,23:27:26.89,+24:54:10.93,,5.30,0.03,0.03,1.108e9,5.220e7,2.022e7,,,,,,,-26.07,0.02,0.05,,,,,,,,,,,,,mass using formula [1]
493,J2336+1842,Gloudemans et al. (2022),https://arxiv.org/pdf/2210.01811,DESI+LoTSS,23:36:24.69,+18:42:48.71,,6.60,0.04,0.04,2.210e8,-1.623e8,2.494e7,,,,,,,-24.32,0.13,-1.44,,,,,,,,,,,,,mass using formula [1]
494,J0020+0933,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,00:20:35.45,+09:33:29.61,,7.011244774,,,1.344e9,1.022e9,5.805e8,1.860e45,2.274e44,2.026e44,0.01065066190827725,0.832e-2,0.467e-2,,,,,,,,,,,,,,,,
495,J0100+0950,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,01:00:19.44,+09:50:10.85,,7.01124477386474,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,J0115-0519,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,01:15:06.77,-05:19:25.38,,7.01124477386474,,,3.227e9,1.463e9,1.006e9,1.078e46,8.413e43,8.348e43,0.025691091843131526,0.116e-1,0.801e-2,,,,,,,,,,,,,,,,
497,J0134+1615,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,01:34:22.90,+16:15:23.59,,7.011244774,,,6.453e8,1.176e8,9.949e7,1.522e45,8.057e43,7.652e43,0.01813849509894722,0.347e-2,0.292e-2,,,,,,,,,,,,,,,,
498,J0157+0706,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,01:57:30.10,07:06:07.22,,7.011244774,,,6.440e9,4.492e9,2.646e9,1.848e46,2.796e44,2.755e44,0.022066886436869677,0.154e-1,0.907e-2,,,,,,,,,,,,,,,,
499,J0202+1130,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,02:02:02.37,11:30:58.92,,7.011244774,,,2.117e9,2.969e9,1.236e9,1.424e45,6.770e43,6.462e43,0.005172149707348479,0.727e-2,0.302e-2,,,,,,,,,,,,,,,,
500,J0204+2540,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,02:04:51.14,25:40:03.31,,7.011244774,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,J0217-0526,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,02:17:56.27,-05:26:03.22,,7.007658958,,,7.838e8,1.243e9,4.807e8,3.592e44,8.760e43,7.042e43,0.0035250234463138313,0.582e-2,0.220e-2,,,,,,,,,,,,,,,,
502,J0250-0328,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,02:50:01.55,-03:28:42.03,,7.006299496,,,1.610e9,9.156e8,5.836e8,3.583e45,2.108e44,1.991e44,0.017121009845052965,0.983e-2,0.625e-2,,,,,,,,,,,,,,,,
503,J0259-0522,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,02:59:41.57,-05:22:30.61,,7.002699852,,,,,,1.707e45,8.465e42,8.423e42,,,,,,,,,,,,,,,,,,,
504,J0807+3159,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,08:07:33.30,+31:59:20.01,,7.004497528,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,J0814+4130,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,08:14:04.99,41:30:48.68,,7.014979839,,,5.654e7,1.223e9,5.404e7,2.198e45,8.028e43,7.745e43,0.2989803100988179,6.469e0,0.286e0,,,,,,,,,,,,,,,,
506,J0834+3031,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,08:34:29.23,+30:31:29.27,,7.008605957,,,6.818e7,2.097e7,1.604e7,1.235e45,6.365e43,6.053e43,0.13932846645715966,0.437e-1,0.333e-1,,,,,,,,,,,,,,,,
507,J0843+1853,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,08:43:18.59,+18:53:43.43,,7.00978756,,,4.444e8,1.103e8,8.836e7,1.976e45,7.740e43,7.448e43,0.03420071440861821,0.863e-2,0.689e-2,,,,,,,,,,,,,,,,
508,J0844+2036,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,08:44:36.75,+20:36:37.97,,7.007556438,,,3.053e8,7.280e7,5.878e7,2.226e45,2.942e43,2.904e43,0.05608984204609992,0.134e-1,0.108e-1,,,,,,,,,,,,,,,,
509,J0859+1952,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,08:59:52.03,+19:52:01.73,,7.014935017,,,2.085e8,1.744e8,9.497e7,1.088e45,3.126e43,3.039e43,0.04014932479532509,0.336e-1,0.183e-1,,,,,,,,,,,,,,,,
510,J0916+3102,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,09:16:14.47,+31:02:41.82,,7.011244774,,,2.512e8,2.186e8,1.169e8,1.340e45,4.658e43,4.501e43,0.04101886876045429,0.358e-1,0.191e-1,,,,,,,,,,,,,,,,
511,J0944+2557,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,09:44:53.76,+25:57:40.01,,7.011244774,,,4.991e8,1.699e8,1.268e8,7.162e45,9.917e43,9.782e43,0.11039610681308533,0.376e-1,0.281e-1,,,,,,,,,,,,,,,,
512,J1103+3555,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,11:03:55.68,+35:55:35.68,,7.006673813,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,J1136+0424,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,11:36:52.51,+04:24:28.61,,7.009515762,,,3.934e8,5.310e8,2.260e8,2.392e45,1.230e44,1.170e44,0.04677760615366917,0.633e-1,0.269e-1,,,,,,,,,,,,,,,,
514,J1432+4958,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,14:32:49.27,+49:58:54.80,,7.011244774,,,1.358e8,8.448e7,5.208e7,5.621e45,6.867e43,6.784e43,0.3183264250810523,0.198e0,0.122e0,,,,,,,,,,,,,,,,
515,J1434+4116,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,14:34:16.59,+41:16:47.66,,7.005111217,,,1.210e8,5.690e7,3.870e7,1.571e46,1.858e44,1.836e44,0.9990501791029934,0.167510484,0.167510484,,,,,,,,,,,,,,,,
516,J1512+5750,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,15:12:57.07,+57:50:08.08,,7.011244774,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,J1541+3610,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,15:41:32.06,+36:10:19.02,,7.011244774,,,4.577e8,2.960e8,1.797e8,1.295e45,2.945e43,2.879e43,0.02177381852751709,0.141e-1,0.856e-2,,,,,,,,,,,,,,,,
518,J1715+3852,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,17:15:27.30,+38:52:00.66,,7.011244774,,,,,,4.845e44,5.886e42,5.815e42,,,,,,,,,,,,,,,,,,,
519,J2108+0705,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,21:08:53.45,+07:05:21.87,,7.011244774,,,4.298e9,1.405e9,1.059e9,1.100e46,4.311e44,4.149e44,0.01968548082246896,0.650e-2,0.489e-2,,,,,,,,,,,,,,,,
520,J2128+0342,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,21:28:09.06,+03:42:34.52,,7.011244774,,,3.602e8,5.605e7,4.850e7,5.157e45,5.982e43,5.913e43,0.11012793173408074,0.172e-1,0.149e-1,,,,,,,,,,,,,,,,
521,J2211+2604,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,22:11:34.90,+26:04:19.15,,7.011244774,,,8.431e8,6.156e8,3.558e8,4.563e45,8.382e43,8.231e43,0.04162748289217968,0.304e-1,0.176e-1,,,,,,,,,,,,,,,,
522,J2212+2609,Wu et al. (2022),https://arxiv.org/pdf/2209.03987,SDSS,22:12:48.16,+26:09:58.71,,7.023917198,,,3.525e7,5.477e6,4.741e6,3.119e45,4.458e43,4.395e43,0.680561575202723,0.106e0,0.919e-1,,,,,,,,,,,,,,,,
